Kanton;BFS Code;Gemeindename;PLZ;Ortsbezeichnung;Orts Bez Post;Jahr
NE;6405;Brot-Dessous;2149;Brot-Dessous;Brot-Dessous;2014
NE;6433;Brot-Plamboz;2318;Brot-Plamboz;Brot-Plamboz;2014
AG;4123;Windisch;5200;Brugg AG;Königsfelden;2014
BE;733;Brügg;2555;Brügg BE;Brügg;2014
SO;2465;Buchegg;4582;Brügglen;Brügglen;2014
AI;3105;Schwende;9058;Brülisau;Brülisau;2014
AG;4193;Brunegg;5505;Brunegg;Brunegg;2014
BE;785;Meiringen;3860;Brünig;Brünig;2014
FR;2292;Brünisried;1719;Brünisried;Brünisried;2014
SG;3378;Neckertal;9125;Brunnadern;Brunnadern;2014
SZ;1364;Ingenbohl;6440;Brunnen;Ingenbohl;2014
SO;2457;Messen;3307;Brunnenthal;Brunnenthal;2014
TI;5160;Brusino Arsizio;6827;Brusino Arsizio;Brusino Arsizio;2014
GR;3551;Brusio;7743;Brusio;Brusio;2014
VS;6031;Bagnes;1934;Bruson;Bruson;2014
BE;491;Brüttelen;3237;Brüttelen;Brüttelen;2014
ZH;213;Brütten;8311;Brütten;Brütten;2014
ZH;200;Wangen-Brüttisellen;8306;Brüttisellen;Brüttisellen;2014
TI;5269;Breggia;6837;Bruzella;Bruzella;2014
BL;2823;Bubendorf;4416;Bubendorf;Bubendorf;2014
ZH;112;Bubikon;8608;Bubikon;Bubikon;2014
ZH;24;Buch am Irchel;8414;Buch am Irchel;Buch am Irchel;2014
TG;4616;Uesslingen-Buch;8524;Buch b. Frauenfeld;Buch bei Frauenfeld;2014
TG;4711;Affeltrangen;9562;Buch b. Märwil;Buch bei Märwil;2014
SH;2961;Buch (SH);8263;Buch SH;Buch;2014
SH;2933;Buchberg;8454;Buchberg;Buchberg;2014
GR;3891;Luzein;7223;Buchen;Buchen im Prättigau;2014
BE;932;Horrenbach-Buchen;3623;Buchen BE;Buchen;2014
VD;5623;Buchillon;1164;Buchillon;Buchillon;2014
LU;1052;Buchrain;6033;Buchrain;Buchrain;2014
AG;4003;Buchs (AG);5033;Buchs AG;Buchs;2014
LU;1125;Dagmersellen;6211;Buchs LU;Buchs;2014
SG;3271;Buchs (SG);9470;Buchs SG;Buchs;2014
ZH;83;Buchs (ZH);8107;Buchs ZH;Buchs;2014
FR;2275;Murten;3215;Büchslen;Büchslen;2014
BL;2843;Buckten;4446;Buckten;Buckten;2014
BE;382;Büetigen;3263;Büetigen;Büetigen;2014
BE;734;Bühl;3274;Bühl BE;Bühl bei Aarberg;2014
AR;3021;Bühler;9055;Bühler;Bühler;2014
TG;4501;Kradolf-Schönenberg;9215;Buhwil;Buhwil;2014
JU;6807;Basse-Allaine;2925;Buix;Buix;2014
ZH;53;Bülach;8180;Bülach;Eschenmosen;2014
FR;2125;Bulle;1630;Bulle;Bulle;2014
VD;5552;Bullet;1453;Bullet;Bullet;2014
AG;4229;Bünzen;5624;Bünzen;Bünzen;2014
NW;1502;Buochs;6374;Buochs;Buochs;2014
ZG;1707;Risch;6343;Buonas;Buonas;2014
VS;6193;Bürchen;3935;Bürchen;Bürchen;2014
JU;6778;Bure;2915;Bure;Bure;2014
BE;383;Büren an der Aare;3294;Büren an der Aare;Büren an der Aare;2014
NW;1508;Oberdorf (NW);6382;Büren NW;Büren nid dem Bach;2014
SO;2472;Büren (SO);4413;Büren SO;Büren;2014
BE;538;Fraubrunnen;3313;Büren zum Hof;Büren zum Hof;2014
AG;4133;Burg (AG);5736;Burg AG;Burg;2014
BL;2783;Burg im Leimental;4117;Burg im Leimental;Burg im Leimental;2014
BE;404;Burgdorf;3400;Burgdorf;Burgdorf;2014
NW;1505;Ennetbürgen;6363;Bürgenstock;Bürgenstock;2014
BE;863;Burgistein;3664;Burgistein;Burgistein;2014
BE;576;Grindelwald;3816;Burglauenen;Burglauenen;2014
OW;1405;Lungern;6078;Bürglen OW;Bürglen;2014
TG;4911;Bürglen (TG);8575;Bürglen TG;Bürglen;2014
UR;1205;Bürglen (UR);6463;Bürglen UR;Bürglen;2014
LU;1082;Büron;6233;Büron;Büron;2014
VD;5852;Bursinel;1195;Bursinel;Bursinel;2014
VD;5853;Bursins;1183;Bursins;Bursins;2014
GR;3804;Buseno;6542;Buseno;Buseno;2014
SO;2614;Büsserach;4227;Büsserach;Büsserach;2014
VD;5624;Bussigny-près-Lausanne;1030;Bussigny-Lausanne;Bussigny-près-Lausanne;2014
VD;5805;Oron;1608;Bussigny-sur-Oron;Bussigny-sur-Oron;2014
TG;4921;Bussnang;9565;Bussnang;Bussnang;2014
BE;325;Busswil bei Melchnau;4917;Busswil b.Melchnau;Busswil bei Melchnau;2014
BE;306;Lyss;3292;Busswil BE;Busswil bei Büren;2014
TG;4761;Sirnach;8371;Busswil TG;Busswil;2014
FR;2004;Bussy (FR);1541;Bussy FR;Bussy;2014
VD;5625;Bussy-Chardonney;1136;Bussy-Chardonney;Bussy-Chardonney;2014
VD;5663;Bussy-sur-Moudon;1514;Bussy-sur-Moudon;Bussy-sur-Moudon;2014
SG;3395;Bütschwil-Ganterschwil;9606;Bütschwil;Bütschwil;2014
SH;2914;Büttenhardt;8236;Büttenhardt;Büttenhardt;2014
NE;6512;Val-de-Travers;2115;Buttes;Buttes;2014
AG;4064;Büttikon;5619;Büttikon AG;Büttikon;2014
SZ;1346;Schübelbach;8863;Buttikon SZ;Buttikon;2014
LU;1083;Buttisholz;6018;Buttisholz;Buttisholz;2014
AG;4230;Buttwil;5632;Buttwil;Buttwil;2014
BE;342;Thunstetten;4922;Bützberg;Bützberg;2014
BL;2844;Buus;4463;Buus;Buus;2014
TI;5269;Breggia;6838;Cabbio;Cabbio;2014
TI;5161;Cademario;6936;Cademario;Cademario;2014
TI;5162;Cadempino;6814;Cadempino;Cadempino;2014
TI;5003;Cadenazzo;6593;Cadenazzo;Cadenazzo;2014
TI;5192;Lugano;6965;Cadro;Cadro;2014
TI;5226;Capriasca;6955;Cagiallo;Cagiallo;2014
GR;3921;Arosa;7027;Calfreisen;Calfreisen;2014
TI;5072;Faido;6746;Calonico;Calonico;2014
TI;5072;Faido;6760;Calpiogna;Calpiogna;2014
GR;3836;Verdabbio;6557;Cama;Piani di Verbabbio;2014
TI;5397;Centovalli;6659;Camedo;Camedo;2014
TI;5238;Monteceneri;6803;Camignolo;Camignolo;2014
GR;3986;Tujetsch;7187;Camischolas;Camischolas;2014
TI;5004;Camorino;6528;Camorino;Camorino;2014
GR;3551;Brusio;7748;Campascio;Campascio;2014
TI;5049;Blenio;6718;Camperio;Camperio;2014
TI;5049;Blenio;6720;Campo (Blenio);Campo (Blenio);2014
TI;5307;Campo (Vallemaggia);6684;Campo (VM);Campo (Vallemaggia);2014
GR;3551;Brusio;7744;Campocologno;Campocologno;2014
GR;3681;Avers;7446;Campsut-Cröt;Campsut;2014
GR;3618;Lumnezia;7113;Camuns;Camuns;2014
TI;5167;Canobbio;6952;Canobbio;Canobbio;2014
TI;5219;Rovio;6825;Capolago;Monte Genereso;2014
TI;5192;Lugano;6913;Carabbia;Carabbia;2014
